"week","TotalInvestment","TV","Digital","Sponsorship","ContentMarketing","OnlineMarketing","Affiliates","SEM","Radio","Other"
39,23.2558139534884,2.16279069767442,0.488372093023256,9.67441860465116,0.0930232558139535,4.27906976744186,1.44186046511628,1.2093023255814,0.209302325581395,3.69767441860465
40,20.3853820598007,1.89036544850498,0.408637873754153,8.5249169435216,0.0664451827242525,4.15282392026578,1.40863787375415,1.14285714285714,0.149501661129568,2.64119601328904
41,13.2093023255814,1.2093023255814,0.209302325581395,5.65116279069767,0,3.83720930232558,1.32558139534884,0.976744186046512,0,0
42,13.2093023255814,1.2093023255814,0.209302325581395,5.65116279069767,0,3.83720930232558,1.32558139534884,0.976744186046512,0,0
43,13.2093023255814,1.2093023255814,0.209302325581395,5.65116279069767,0,3.83720930232558,1.32558139534884,0.976744186046512,0,0
44,13.2093023255814,1.2093023255814,0.209302325581395,5.65116279069767,0,3.83720930232558,1.32558139534884,0.976744186046512,0,0
45,18.1627906976744,0.325581395348837,0.186046511627907,7.37209302325581,0.186046511627907,5.51162790697674,1.58139534883721,1.6046511627907,0.255813953488372,1.16279069767442
46,18.1627906976744,0.325581395348837,0.186046511627907,7.37209302325581,0.186046511627907,5.51162790697674,1.58139534883721,1.6046511627907,0.255813953488372,1.16279069767442
47,18.1627906976744,0.325581395348837,0.186046511627907,7.37209302325581,0.186046511627907,5.51162790697674,1.58139534883721,1.6046511627907,0.255813953488372,1.16279069767442
48,18.1627906976744,0.325581395348837,0.186046511627907,7.37209302325581,0.186046511627907,5.51162790697674,1.58139534883721,1.6046511627907,0.255813953488372,1.16279069767442
49,13.4717607973422,0.365448504983389,0.26578073089701,6.48172757475083,0.079734219269103,3.42524916943522,1.04983388704319,1.17940199335548,0.109634551495017,0.498338870431894
50,9.95348837209302,0.395348837209302,0.325581395348837,5.81395348837209,0,1.86046511627907,0.651162790697674,0.86046511627907,0,0
51,9.95348837209302,0.395348837209302,0.325581395348837,5.81395348837209,0,1.86046511627907,0.651162790697674,0.86046511627907,0,0
52,9.95348837209302,0.395348837209302,0.325581395348837,5.81395348837209,0,1.86046511627907,0.651162790697674,0.86046511627907,0,0
53,7.10963455149502,0.282392026578073,0.232558139534884,4.15282392026578,0,1.32890365448505,0.465116279069767,0.614617940199336,0,0
