"week","units","gmv","product_mrp","discount_mrp","discount","sla","procurement_sla","TV","Digital","Sponsorship","ContentMarketing","OnlineMarketing","Affiliates","SEM","Radio","Other","NPS","Holiday.Sale"
31,2217,4735843,3804.76814882033,2136,43.8599169134059,5.93602540834846,2.59437386569873,1.02325581395349,0.116279069767442,0.976744186046512,0.209302325581395,5.32558139534884,1.72093023255814,0.976744186046512,0.627906976744186,6.30232558139535,47.1,0
32,3382,7294024,4268.8664088069,2156,49.494788697251,4.94257661410295,2.71823861945849,0.664451827242525,0.395348837209302,2.47176079734219,0.149501661129568,4.72757475083056,1.54152823920266,1.11627906976744,0.0897009966777409,0.900332225913621,48.7,1
33,2491,5166305,3796.92571659265,2073,45.4031984102048,5.30117077109406,2.73314493338716,0.604651162790698,0.441860465116279,2.72093023255814,0.13953488372093,4.62790697674419,1.51162790697674,1.13953488372093,0,0,50.3,0
34,3034,6406635.24000059,3996.10844177511,2111,47.1736057527439,5.14047380714047,2.44444444444444,0.604651162790698,0.441860465116279,2.72093023255814,0.13953488372093,4.62790697674419,1.51162790697674,1.13953488372093,0,0,50.3,1
35,2894,6121082.1200003,3836.35320781032,2115,44.8695183828712,5.4850069735007,2.40794979079498,0.604651162790698,0.441860465116279,2.72093023255814,0.13953488372093,4.62790697674419,1.51162790697674,1.13953488372093,0,0,50.3,1
36,2485,5180644,3466.53686354379,2084,39.8823643874493,5.82362525458248,2.62932790224033,1.71760797342193,0.475083056478405,7.68770764119601,0.106312292358804,4.37873754152824,1.46179401993355,1.18936877076412,0.149501661129568,2.64119601328904,49.65,0
37,3259,7125319,4002.27899783483,2186,45.3811190778406,5.30590782554903,2.52335292298175,2.16279069767442,0.488372093023256,9.67441860465116,0.0930232558139535,4.27906976744186,1.44186046511628,1.2093023255814,0.209302325581395,3.69767441860465,49,1
38,2257,4715675,3400.56135653726,2089,38.5689660919044,5.53324408746095,2.52922802320393,2.16279069767442,0.488372093023256,9.67441860465116,0.0930232558139535,4.27906976744186,1.44186046511628,1.2093023255814,0.209302325581395,3.69767441860465,49,0
39,2175,4172276,3284.70577281192,1918,41.6081642418137,5.44087523277467,2.50093109869646,2.16279069767442,0.488372093023256,9.67441860465116,0.0930232558139535,4.27906976744186,1.44186046511628,1.2093023255814,0.209302325581395,3.69767441860465,49,0
40,1927,3828391,3270.83683105981,1986,39.2815935927779,5.53882476390346,2.56768100734523,1.89036544850498,0.408637873754153,8.5249169435216,0.0664451827242525,4.15282392026578,1.40863787375415,1.14285714285714,0.149501661129568,2.64119601328904,50.4,0
41,1744,3581042,3324.3231390652,2053,38.2430674119935,5.70859780727063,2.61858049624928,1.2093023255814,0.209302325581395,5.65116279069767,0,3.83720930232558,1.32558139534884,0.976744186046512,0,0,51.8,0
42,1536,3218878,3359.2998678996,2095,37.6358145332856,5.86525759577279,2.53434610303831,1.2093023255814,0.209302325581395,5.65116279069767,0,3.83720930232558,1.32558139534884,0.976744186046512,0,0,51.8,0
43,934,2121248,3778.91265397536,2271,39.9033476571378,4.83650615901456,2.61702127659574,1.2093023255814,0.209302325581395,5.65116279069767,0,3.83720930232558,1.32558139534884,0.976744186046512,0,0,51.8,0
44,2936,5889378,3358.14048442907,2005,40.2943382119739,5.98615916955017,2.55536332179931,1.2093023255814,0.209302325581395,5.65116279069767,0,3.83720930232558,1.32558139534884,0.976744186046512,0,0,51.8,0
45,1890,3849678,3401.08572949947,2036,40.136763318235,5.22364217252396,2.45633652822151,0.325581395348837,0.186046511627907,7.37209302325581,0.186046511627907,5.51162790697674,1.58139534883721,1.6046511627907,0.255813953488372,1.16279069767442,47.3,0
46,1899,4003585,3381.33563829787,2108,37.6577712036554,5.21755319148936,2.55585106382979,0.325581395348837,0.186046511627907,7.37209302325581,0.186046511627907,5.51162790697674,1.58139534883721,1.6046511627907,0.255813953488372,1.16279069767442,47.3,0
47,1775,3657854,3370.17223796034,2060,38.8755275829246,5.04419263456091,2.5671388101983,0.325581395348837,0.186046511627907,7.37209302325581,0.186046511627907,5.51162790697674,1.58139534883721,1.6046511627907,0.255813953488372,1.16279069767442,47.3,0
48,1890,4347452,3807.47483940043,2300,39.5925095499203,4.33297644539615,2.44967880085653,0.325581395348837,0.186046511627907,7.37209302325581,0.186046511627907,5.51162790697674,1.58139534883721,1.6046511627907,0.255813953488372,1.16279069767442,47.3,1
49,1603,3572372,3550.06495940037,2228,37.2405850180183,4.96439725171768,2.60836976889444,0.365448504983389,0.26578073089701,6.48172757475083,0.079734219269103,3.42524916943522,1.04983388704319,1.17940199335548,0.109634551495017,0.498338870431894,48.9,0
50,1821,3904789,3319.15388888889,2144,35.4052245912069,5.7,2.53611111111111,0.395348837209302,0.325581395348837,5.81395348837209,0,1.86046511627907,0.651162790697674,0.86046511627907,0,0,50.5,0
51,1787,3905731,3336.00398406375,2185,34.5024763028506,5.21855435401252,2.66021627774616,0.395348837209302,0.325581395348837,5.81395348837209,0,1.86046511627907,0.651162790697674,0.86046511627907,0,0,50.5,0
52,1454,3358588,3659.10831586303,2309,36.8971945982036,4.36198462613557,2.54157931516422,0.395348837209302,0.325581395348837,5.81395348837209,0,1.86046511627907,0.651162790697674,0.86046511627907,0,0,50.5,0
53,963,2134801,3482.01465968586,2216,36.3586826426538,4.23664921465969,2.52670157068063,0.282392026578073,0.232558139534884,4.15282392026578,0,1.32890365448505,0.465116279069767,0.614617940199336,0,0,50.5,0
