"week","gmv","product_mrp","list_price","units","Promotion","sla","cat_luxury","cat_mid","cat_premium","sale_days","holidays","TV","Digital","Sponsorship","ContentMarketing","OnlineMarketing","Affiliates","SEM","Radio","Other","NPS"
48,696875,45234.1578947368,36677.6315789474,19,0.169682906751413,6.05263157894737,0,1,0,3,0,0.395222404,0.336368137,49.51255449,1.212190537,6.698691171,1.707247835,3.035938502,1.067823347,9.475813497,47.3
48,7987171,2233.2525237306,1191.95931896941,6787,0.533199549621837,5.50504746120235,0,0,0,3,0,0.395222404,0.336368137,49.51255449,1.212190537,6.698691171,1.707247835,3.035938502,1.067823347,9.475813497,47.3
48,168528,90583.3333333333,56176,3,0.373994052937275,6.66666666666667,0,0,1,3,0,0.395222404,0.336368137,49.51255449,1.212190537,6.698691171,1.707247835,3.035938502,1.067823347,9.475813497,47.3
49,4878225,1764.84408102583,898.420182122282,5477,0.534797678503591,5.9375580747073,0,0,0,0,0,0.43427607,0.414857745,49.17662358,1.163399199,4.613972558,1.175693929,2.644137,1.00402838,8.679413634,48.9
49,166999,99975,83499.5,2,0.203526868437307,3.5,0,0,1,0,0,0.43427607,0.414857745,49.17662358,1.163399199,4.613972558,1.175693929,2.644137,1.00402838,8.679413634,48.9
49,304871,38223.3333333333,33874.5555555556,9,0.114300078462018,5.77777777777778,0,1,0,0,0,0.43427607,0.414857745,49.17662358,1.163399199,4.613972558,1.175693929,2.644137,1.00402838,8.679413634,48.9
50,4687192,1716.59554997308,824.584424905796,5743,0.56234512146632,5.73210120222501,0,0,0,0,0,0.470977558,0.50944469,48.21917478,1.040046867,2.679242539,0.73783614,2.13616949,0.840960061,7.493491917,50.5
50,237781,49313.1666666667,39630.1666666667,6,0.182136697424273,6.5,0,1,0,0,0,0.470977558,0.50944469,48.21917478,1.040046867,2.679242539,0.73783614,2.13616949,0.840960061,7.493491917,50.5
51,218996,92912.5,54749,4,0.401663007909207,5.75,0,0,1,0,0,0.477369083,0.551365246,47.39356241,0.929773276,2.335912959,0.705556819,1.891092789,0.704376328,6.469609984,50.5
51,4708258,1822.20261031697,964.258960016573,4959,0.522913474598919,5.74725502382432,0,0,0,0,0,0.477369083,0.551365246,47.39356241,0.929773276,2.335912959,0.705556819,1.891092789,0.704376328,6.469609984,50.5
51,362996,49005.8,36299.6,10,0.241764553560926,7.1,0,1,0,0,0,0.477369083,0.551365246,47.39356241,0.929773276,2.335912959,0.705556819,1.891092789,0.704376328,6.469609984,50.5
52,4141186,2015.7633268211,1139.11610382361,3692,0.476412048499696,6.01451297795144,0,0,0,0,0,0.47848216,0.569944268,46.6816332,0.831191721,2.274987042,0.703177155,1.772851782,0.589975713,5.585627343,50.5
52,85890,105995,85890,1,0.189678758432002,7,0,0,1,0,0,0.47848216,0.569944268,46.6816332,0.831191721,2.274987042,0.703177155,1.772851782,0.589975713,5.585627343,50.5
52,134427,43082,33606.75,4,0.190408880392051,6.5,0,1,0,0,0,0.47848216,0.569944268,46.6816332,0.831191721,2.274987042,0.703177155,1.772851782,0.589975713,5.585627343,50.5
53,2966923,2055.47552166934,1171.60834670947,2563,0.475598889986672,5.89125200642055,0,0,0,0,0,0.365719191,0.485155161,44.4066039,0.743062524,1.732613907,0.516955212,1.469957423,0.494155366,4.822428693,50.5
53,414130,41690.8333333333,34510.8333333333,12,0.167351103336709,5.66666666666667,0,1,0,0,0,0.365719191,0.485155161,44.4066039,0.743062524,1.732613907,0.516955212,1.469957423,0.494155366,4.822428693,50.5
53,47999,80950,47999,1,0.407053736874614,7,0,0,1,0,0,0.365719191,0.485155161,44.4066039,0.743062524,1.732613907,0.516955212,1.469957423,0.494155366,4.822428693,50.5
