"week","product_analytic_sub_category","gmv","product_mrp","list_price","units","Promotion","sla","procurement_sla","sale_days","holidays","TV","Digital","Sponsorship","ContentMarketing","OnlineMarketing","Affiliates","SEM","Radio","Other","NPS"
4,"GamingConsole",1680502,7470.62230215827,6043.35611510791,279,0.316439196644426,6.29856115107914,3.29136690647482,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"AmplifierReceiver",154798,2683.77358490566,1460.35849056604,106,0.468793253901706,6.59433962264151,3.31132075471698,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"AudioAccessory",298114,2536.99358974359,1894.77564102564,158,0.20785577242622,6.96794871794872,1.86538461538462,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"Game",3033172,2804.92433137639,1933.28701891716,1573,0.274821711998761,4.73646444879322,29.7971298108284,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"CameraAccessory",4491069,2491.56138645935,1427.78781988986,3204,0.426715136858756,6.42014901198575,2.86329770003239,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"TVVideoSmall",2657587,1708.3511994003,987.378185907046,2744,0.531523582846517,5.07421289355322,2.95127436281859,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"HomeAudio",4755817,3429.4907651715,2081.59586631486,2292,0.321310621273557,7.20184696569921,2.740545294635,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"CameraStorage",286024,2517.90909090909,1091.61570247934,261,0.480432687304645,4.60330578512397,2.54545454545455,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"Speaker",12211834,2947.80478778767,1385.07308893258,8794,0.425377434092765,6.45842488724413,2.86399907482364,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"GamingAccessory",2590520.5,2102.70594965675,958.170861937452,2731,0.360400041869808,5.23684210526316,2.42486651411137,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
4,"AudioMP3Player",1876845,2752.75530586767,1145.56367041198,1635,0.44719336673372,6.51935081148564,2.53183520599251,1,0,0.056162551,0.982188199,5.115058282,0,0.366460925,0.125509855,2.069084009,0,0,54.6
5,"AmplifierReceiver",155793,3398.88888888889,1923.37037037037,81,0.469203483902455,6.38271604938272,3.23456790123457,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"AudioAccessory",230507,1910.96273291925,1422.71428571429,163,0.221480714524654,8.29813664596273,2.31055900621118,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"AudioMP3Player",1606278,2688.14430209036,1057.90896830748,1507,0.454255041246414,6.4807821982468,2.70330411328388,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"CameraStorage",209054.666666667,2480.47752808989,1106.60112359551,193,0.486642009223008,4.46067415730337,2.56741573033708,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"Camera",10102001,16644.7215686275,13117.7633986928,775,0.201904520689549,4.23137254901961,2.50718954248366,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"Game",2056543,2671.39667896679,1886.46217712177,1097,0.236774026199651,5.0950184501845,32.5959409594096,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"CameraAccessory",3573493,2415.46930693069,1391.1100990099,2652,0.418127573691725,6.40792079207921,2.74653465346535,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"TVVideoSmall",2824829,2533.70031380753,1443.03451882845,1970,0.473328470307587,5.27301255230125,2.78033472803347,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"GamingConsole",1715212,9064.4375,7656.08482142857,225,0.262102936026176,6.29017857142857,3.07142857142857,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"HomeAudio",4332856,3510.52819738167,2170.48942598187,1996,0.313881688243283,7.31520644511581,2.67724068479356,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"GamingAccessory",2436231,4415.95490367776,1025.588441331,2401,0.406339404222707,5.5468476357268,2.78415061295972,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
5,"Speaker",10003320,2940.70682609354,1498.13334342364,6681,0.386806668122792,7.00454063871651,2.47283184501287,0,0,0.049647759,0.976830123,5.922365419,0,0.327489186,0.112242747,2.077995474,0,0,57.3
6,"AudioMP3Player",4448,1497,1112,4,0.323916397600608,5,1.5,0,0,0.008646105,0.735252788,5.362696001,0,0.081370757,0.031530463,1.583956077,0,0,60
6,"CameraAccessory",2496,666.666666666667,416,6,0.151532567049808,6.66666666666667,4.33333333333333,0,0,0.008646105,0.735252788,5.362696001,0,0.081370757,0.031530463,1.583956077,0,0,60
6,"GamingAccessory",2644,1624.6,528.8,5,0.54801601588155,6.4,1.6,0,0,0.008646105,0.735252788,5.362696001,0,0.081370757,0.031530463,1.583956077,0,0,60
6,"HomeAudio",2599,3099,2599,1,0.16134236850597,9,2,0,0,0.008646105,0.735252788,5.362696001,0,0.081370757,0.031530463,1.583956077,0,0,60
6,"Speaker",5492,1663,610.222222222222,9,0.476352852175936,5.22222222222222,3.22222222222222,0,0,0.008646105,0.735252788,5.362696001,0,0.081370757,0.031530463,1.583956077,0,0,60
6,"TVVideoSmall",3683,1249.5,613.833333333333,6,0.521766837001335,6,3.66666666666667,0,0,0.008646105,0.735252788,5.362696001,0,0.081370757,0.031530463,1.583956077,0,0,60
7,"AudioMP3Player",311,1100,311,1,0.717272727272727,2,2,1,1,0.00150571,0.628186678,4.880090572,0,0.037695548,0.025580272,1.345599206,0,0,60
