"week","gmv","product_mrp","list_price","Promotion","sla","cat_luxury","cat_mid","cat_premium","sale_days","holidays","TV","Digital","Sponsorship","ContentMarketing","OnlineMarketing","Affiliates","SEM","Radio","Other","NPS"
45,3439778,1689.31041948579,918.740460081191,0.445024940056318,5.78971583220568,0,0,0,0,1,0.580730702,0.359809844,47.25924052,0.995362381,6.339541835,1.686896384,2.525090176,0.711829074,10.01069262,47.3
46,174980,40831.1666666667,29163.3333333333,0.297460256866228,6,0,1,0,0,0,0.426715035,0.345512796,48.12394637,1.075873087,6.636618066,1.705755062,2.822919574,0.852031982,9.805660757,47.3
46,3678076,1561.0984007108,799.200355397601,0.487069815577492,5.65171035095513,0,0,0,0,0,0.426715035,0.345512796,48.12394637,1.075873087,6.636618066,1.705755062,2.822919574,0.852031982,9.805660757,47.3
47,76786,36995,19196.5,0.481105554804703,6.25,0,1,0,0,1,0.399893369,0.339176402,48.86958606,1.147847443,6.689336046,1.707145342,2.966611927,0.969463967,9.628643659,47.3
47,3801316.25026399,1605.47576997631,803.836528106827,0.494411245918962,5.59552013784191,0,0,0,0,1,0.399893369,0.339176402,48.86958606,1.147847443,6.689336046,1.707145342,2.966611927,0.969463967,9.628643659,47.3
48,135796,41296.8,27159.2,0.355844337181075,5.6,0,1,0,3,0,0.395222404,0.336368137,49.51255449,1.212190537,6.698691171,1.707247835,3.035938502,1.067823347,9.475813497,47.3
48,5043409.32665657,1716.29343144293,889.681801866475,0.481235857796456,5.31066044508256,0,0,0,3,0,0.395222404,0.336368137,49.51255449,1.212190537,6.698691171,1.707247835,3.035938502,1.067823347,9.475813497,47.3
49,69399,50997.5,34699.5,0.353194713422812,6.5,0,1,0,0,0,0.43427607,0.414857745,49.17662358,1.163399199,4.613972558,1.175693929,2.644137,1.00402838,8.679413634,48.9
49,4032185.91703704,1577.55738073807,888.206345634563,0.447835552925257,5.48739873987399,0,0,0,0,0,0.43427607,0.414857745,49.17662358,1.163399199,4.613972558,1.175693929,2.644137,1.00402838,8.679413634,48.9
50,22000,36995,22000,0.405325043924855,6,0,1,0,0,0,0.470977558,0.50944469,48.21917478,1.040046867,2.679242539,0.73783614,2.13616949,0.840960061,7.493491917,50.5
50,3671416,1578.10241714428,894.27435833541,0.442151609901027,5.60029902815849,0,0,0,0,0,0.470977558,0.50944469,48.21917478,1.040046867,2.679242539,0.73783614,2.13616949,0.840960061,7.493491917,50.5
51,3369014,1581.95907377491,883.921917070544,0.441053519432021,5.79025309639203,0,0,0,0,0,0.477369083,0.551365246,47.39356241,0.929773276,2.335912959,0.705556819,1.891092789,0.704376328,6.469609984,50.5
51,41400,36995,20700,0.440464927692931,4.5,0,1,0,0,0,0.477369083,0.551365246,47.39356241,0.929773276,2.335912959,0.705556819,1.891092789,0.704376328,6.469609984,50.5
52,3160201.25034771,1633.34502923977,942.590951061865,0.417123398623364,5.80393967374577,0,0,0,0,0,0.47848216,0.569944268,46.6816332,0.831191721,2.274987042,0.703177155,1.772851782,0.589975713,5.585627343,50.5
52,168937,49646.6470588235,9937.47058823529,0.796059221881707,6.82352941176471,0,1,0,0,0,0.47848216,0.569944268,46.6816332,0.831191721,2.274987042,0.703177155,1.772851782,0.589975713,5.585627343,50.5
53,2122081.25029377,1624.58290993072,961.433256351039,0.399714991150646,5.29884526558891,0,0,0,0,0,0.365719191,0.485155161,44.4066039,0.743062524,1.732613907,0.516955212,1.469957423,0.494155366,4.822428693,50.5
53,88182.5,48470,5187.17647058824,0.865660606282248,5,0,1,0,0,0,0.365719191,0.485155161,44.4066039,0.743062524,1.732613907,0.516955212,1.469957423,0.494155366,4.822428693,50.5
